year1,yearType,"values(singleYears)","values(startYears)","values(endYears)"
7937,birth,4,,
7937,death,4,,
7938,birth,2,,
7940,birth,8,,
7940,death,6,,
7941,birth,7,,
7941,death,6,,
7942,birth,2,,
7942,death,2,,
7943,birth,4,,
7943,death,4,,
7945,birth,2,,
7945,death,2,,
7946,birth,3,,
7946,death,2,,
7947,birth,2,2,
7947,death,2,,
7948,birth,2,,
7948,death,2,,
7949,birth,1,,
7950,birth,5,,
7950,death,4,,
7951,birth,2,,
7951,death,2,,
7953,birth,4,,
7954,birth,3,1,
7954,death,2,,
7956,birth,,1,
7957,birth,6,,
7957,death,6,,
7962,birth,4,,
7962,death,2,,
7964,birth,4,1,
7964,death,4,,
7965,birth,2,,
7965,death,2,,
7967,birth,3,,
7967,death,2,,
7968,birth,2,,
7968,death,2,,
7969,birth,4,1,
7969,death,2,,
7970,birth,4,,
7970,death,4,,
7972,birth,2,,
7972,death,2,,
7973,birth,3,,
7973,death,2,,
7974,birth,4,,
7974,death,5,,
7975,birth,3,,
7975,death,3,,
7977,birth,6,,
7977,death,6,,
7978,birth,5,,
7978,death,2,,
7979,birth,2,,
7979,death,2,,
7980,birth,9,1,
7980,death,9,,
7982,birth,4,,
7982,death,4,,
7983,birth,4,,
7983,death,4,,
7984,birth,,5,
7985,birth,2,1,
7985,death,2,,
7986,birth,2,,
7986,death,2,,
7987,birth,4,2,
7987,death,4,,
7989,birth,8,,
7989,death,2,,
7990,birth,2,,
7990,death,2,,
7994,birth,2,,
7994,death,2,,
7998,birth,4,,
7998,death,3,,
8000,birth,7,,
8000,death,2,,
8001,birth,1,,
8003,birth,6,,
8003,death,6,,
8006,birth,3,,
8010,birth,3,,
8010,death,2,,
8016,birth,2,,
8016,death,2,,
8020,birth,2,,
8020,death,2,,
8050,birth,6,,
8050,death,4,,
8056,birth,2,,
8056,death,2,,
8060,birth,2,,
8060,death,2,,
8080,death,1,,
8089,birth,2,,
8089,death,2,,
8090,birth,1,,
8093,birth,6,,
8093,death,6,,
8095,birth,2,,
8095,death,2,,
8096,birth,2,,
8096,death,2,,
8097,birth,2,,
8097,death,2,,
8099,birth,2,,
8099,death,2,,
8100,birth,4,,
8100,death,4,,
8120,birth,12,,
8120,death,4,,
8121,birth,2,,
8121,death,2,,
8128,birth,4,,
8128,death,4,,
8131,birth,2,,
8131,death,2,,
8138,birth,2,,
8138,death,2,,
8140,birth,2,,
8140,death,2,,
8142,birth,2,,
8142,death,2,,
8161,death,1,,
8170,birth,2,,
8170,death,2,,
8172,birth,4,,
8172,death,4,,
8185,birth,2,,
8185,death,2,,
8188,death,1,,
8197,birth,1,,
8200,birth,4,,
8200,death,4,,
8207,birth,2,,
8207,death,2,,
8212,birth,2,,
8212,death,2,,
8215,birth,2,,
8215,death,2,,
8219,birth,4,,
8219,death,4,,
8231,birth,1,,
8272,birth,4,,
8272,death,4,,
8300,birth,1,,
8302,birth,1,,
8323,birth,2,,
8323,death,2,,
8340,birth,1,,
8352,birth,2,,
8352,death,2,,
8364,birth,2,,
8364,death,2,,
8402,birth,2,,
8402,death,2,,
8403,birth,4,,
8403,death,4,,
8454,birth,6,,
8454,death,6,,
8457,death,1,,
8490,birth,2,,
8490,death,2,,
8500,birth,3,,
8500,death,2,,
8503,birth,2,,
8503,death,2,,
8506,birth,2,,
8523,birth,10,,
8523,death,10,,
8538,birth,1,,
8540,birth,6,,
8540,death,6,,
8544,birth,2,,
8544,death,2,,
8548,birth,2,,
8548,death,2,,
8555,birth,2,,
8555,death,2,,
8566,birth,2,,
8567,birth,1,,
8569,birth,4,,
8569,death,4,,
8575,birth,14,,
8575,death,14,,
8584,birth,2,,
8584,death,2,,
8600,birth,1,,
8614,birth,2,,
8614,death,2,,
8626,birth,2,,
8626,death,2,,
8639,birth,2,,
8639,death,2,,
8643,birth,1,,
8645,birth,2,,
8645,death,2,,
8654,birth,4,,
8654,death,4,,
8665,birth,2,,
8665,death,2,,
8666,birth,1,,
8682,birth,4,,
8682,death,4,,
8685,birth,2,,
8685,death,2,,
8700,birth,3,,
8700,death,2,,
8703,birth,2,,
8703,death,2,,
8712,birth,1,,
8734,birth,2,,
8734,death,2,,
8750,death,2,,
8754,birth,2,,
8754,death,2,,
8778,birth,6,,
8778,death,6,,
8786,birth,2,,
8786,death,2,,
8790,birth,8,,
8790,death,8,,
8794,birth,4,,
8794,death,4,,
8800,birth,4,,
8800,death,4,,
8803,birth,1,,
8805,birth,2,,
8805,death,2,,
8808,birth,2,,
8808,death,2,,
8811,birth,4,,
8811,death,4,,
8820,birth,2,,
8820,death,2,,
8822,birth,1,,
8827,birth,3,,
8832,birth,2,,
8832,death,2,,
8836,birth,2,,
8836,death,2,,
8840,birth,2,,
8840,death,2,,
8853,birth,2,,
8853,death,2,,
8854,birth,2,,
8854,death,2,,
8855,birth,2,,
8855,death,2,,
8863,birth,2,,
8863,death,2,,
8866,birth,2,,
8866,death,2,,
8868,birth,1,,
8870,birth,2,,
8870,death,2,,
8871,death,1,,
8880,birth,6,,
8880,death,6,,
8882,birth,2,,
8882,death,2,,
8885,birth,8,,
8885,death,8,,
8888,birth,14,,
8888,death,14,,
8889,birth,2,,
8889,death,2,,
8890,birth,7,,
8890,death,6,,
8895,birth,2,,
8895,death,2,,
8898,birth,2,,
8898,death,2,,
8899,birth,4,,
8899,death,4,,
8900,birth,8,,
8900,death,6,,
8903,birth,4,,
8903,death,4,,
8912,birth,1,,
8922,birth,2,,
8922,death,2,,
8923,birth,1,,
8942,birth,2,,
8942,death,2,,
8948,birth,2,,
8948,death,2,,
8952,birth,1,,
8963,birth,2,,
8963,death,2,,
8966,birth,1,,
8971,birth,1,,
8978,birth,2,,
8978,death,2,,
8985,birth,2,,
8985,death,2,,
8988,birth,2,,
8988,death,2,,
8990,birth,4,,
8990,death,4,,
8994,birth,2,,
8994,death,2,,
8995,birth,4,,
8995,death,2,,
9000,birth,33,,
9000,death,28,,
9001,birth,21,,
9001,death,18,,
9002,birth,2,,
9002,death,2,,
9003,birth,10,,
9003,death,2,,
9004,birth,1,,
9005,birth,2,,
9005,death,2,,
9006,birth,12,,
9006,death,6,,
9008,birth,2,,
9008,death,2,,
9009,birth,2,,
9009,death,2,,
9010,birth,28,,
9010,death,24,,
9011,birth,26,1,
9011,death,26,,
9012,birth,2,,
9013,birth,8,,
9013,death,8,,
9014,birth,8,,
9014,death,8,,
9015,birth,8,,
9015,death,8,,
9016,birth,2,,
9018,birth,2,,
9018,death,2,,
9020,birth,18,,
9020,death,16,,
9027,birth,2,,
9027,death,2,,
9030,birth,6,,
9030,death,4,,
9032,birth,7,,
9032,death,6,,
9034,birth,2,,
9034,death,2,,
9037,birth,2,,
9037,death,2,,
9042,birth,1,,
9045,birth,5,,
9045,death,4,,
9050,birth,1,,
9051,birth,2,,
9051,death,2,,
9052,birth,2,,
9052,death,2,,
9060,birth,4,,
9060,death,4,,
9066,death,1,,
9070,birth,12,,
9070,death,12,,
9073,birth,1,,
9080,birth,2,,
9080,death,2,,
9083,birth,2,,
9083,death,2,,
9087,death,1,,
9088,birth,5,,
9088,death,4,,
9093,birth,2,,
9093,death,2,,
9095,birth,2,,
9095,death,2,,
9100,birth,2,,
9100,death,2,,
9103,birth,2,,
9103,death,2,,
9104,birth,4,,
9104,death,4,,
9111,birth,4,,
9111,death,4,,
9112,birth,4,,
9112,death,4,,
9115,birth,2,,
9115,death,2,,
9118,birth,2,,
9118,death,2,,
9120,birth,4,,
9120,death,4,,
9122,birth,4,,
9122,death,4,,
9123,birth,2,,
9123,death,2,,
9128,birth,2,,
9128,death,2,,
9137,birth,3,,
9139,birth,1,,
9143,birth,4,,
9143,death,4,,
9151,birth,2,,
9151,death,2,,
9152,birth,2,,
9152,death,2,,
9155,birth,,,4
9155,marriage,,,4
9158,birth,1,,
9163,birth,4,,
9163,death,4,,
9166,birth,2,,
9166,death,2,,
9172,birth,1,,
9180,birth,2,,
9180,death,2,,
9182,birth,2,,
9182,death,2,,
9183,birth,4,,
9183,death,4,,
9185,birth,1,,
9188,birth,2,,
9188,death,2,,
9190,birth,2,,
9191,birth,6,,4
9191,death,6,,4
9192,birth,2,,
9192,death,2,,
9193,birth,2,,
9193,death,2,,
9194,birth,2,,
9194,death,2,,
9195,birth,5,,
9195,death,4,,
9198,birth,2,,
9198,death,2,,
9199,birth,5,,
9200,birth,2,,
9200,death,2,,
9201,birth,2,,
9201,death,2,,
9203,birth,10,,
9203,death,10,,
9204,birth,4,,
9204,death,4,,
9207,birth,2,,
9207,death,2,,
9209,birth,4,,
9209,death,4,,
9212,birth,2,,
9212,death,2,,
9216,birth,2,,
9216,death,2,,
9220,birth,8,,
9220,death,8,,
9222,birth,6,,
9222,death,6,,
9224,birth,4,,
9224,death,4,,
9225,birth,5,,
9225,death,4,,
9227,birth,2,,
9227,death,2,,
9228,birth,2,,
9228,death,2,,
9229,birth,2,,
9229,death,2,,
9230,birth,6,,
9230,death,6,,
9232,birth,2,,
9232,death,2,,
9235,birth,1,,
9242,birth,1,,
9245,birth,4,,
9245,death,4,,
9255,birth,2,,
9255,death,2,,
9258,birth,2,,
9258,death,2,,
9259,birth,2,,
9259,death,2,,
9262,birth,2,,
9262,death,2,,
9269,birth,3,,
9269,death,2,,
9273,birth,3,,
9273,death,2,,
9278,birth,2,,
9278,death,2,,
9282,birth,2,,
9282,death,2,,
9288,birth,2,,
9288,death,2,,
9296,birth,2,,
9296,death,2,,
9300,birth,3,,
9304,birth,2,,
9304,death,2,,
9306,birth,2,,
9306,death,2,,
9308,birth,1,,
9309,birth,2,,
9309,death,2,,
9320,birth,2,,
9320,death,2,,
9322,birth,2,,
9322,death,2,,
9325,birth,6,,
9325,death,6,,
9331,birth,2,,
9331,death,2,,
9333,birth,5,,
9333,death,4,,
9338,birth,2,,
9338,death,2,,
9346,birth,2,,
9346,death,2,,
9352,death,1,,
9353,birth,2,,
9353,death,2,,
9358,birth,2,,
9358,death,2,,
9363,birth,2,,
9363,death,1,,
9366,birth,2,,
9366,death,2,,
9368,birth,2,,
9368,death,2,,
9376,birth,4,,
9376,death,4,,
9379,birth,2,,
9379,death,2,,
9380,birth,4,,
9380,death,4,,
9381,birth,2,,
9381,death,2,,
9393,birth,6,,
9393,death,6,,
9400,birth,4,,
9400,death,5,,
9409,birth,2,,
9409,death,2,,
9423,birth,2,,
9423,death,2,,
9430,birth,2,,
9430,death,2,,
9433,death,1,,
9434,birth,2,,
9434,death,2,,
9435,birth,2,,
9435,death,2,,
9444,birth,1,,
9446,birth,2,,
9446,death,2,,
9449,birth,2,,
9449,death,2,,
9450,birth,4,,
9450,death,4,,
9453,birth,2,,
9455,birth,2,,
9455,death,2,,
9459,birth,2,,
9459,death,2,,
9461,birth,4,,
9461,death,4,,
9463,birth,2,,
9463,death,2,,
9464,birth,4,,
9464,death,4,,
9467,birth,1,,
9469,birth,2,,
9469,death,2,,
9473,death,1,,
9474,birth,1,,
9475,birth,2,,
9475,death,2,,
9477,birth,1,,
9483,birth,2,,
9483,death,2,,
9494,birth,2,,
9494,death,2,,
9499,birth,4,,
9499,death,4,,
9500,birth,5,,
9500,death,4,,
9502,birth,2,,
9502,death,2,,
9503,birth,3,,
9503,death,2,,
9504,birth,2,,
9504,death,2,,
9510,birth,1,,
9519,birth,12,,
9519,death,12,,
9522,birth,2,,
9522,death,2,,
9525,birth,2,,
9525,death,2,,
9533,birth,5,,
9533,death,4,,
9536,birth,2,,
9536,death,2,,
9537,birth,4,,
9537,death,4,,
9547,birth,4,,
9547,death,4,,
9549,birth,2,,
9549,death,2,,
9550,birth,4,,
9550,death,4,,
9551,birth,2,,
9551,death,2,,
9554,birth,6,,
9554,death,6,,
9555,birth,3,,
9555,death,2,,
9558,birth,1,,
9560,birth,3,,
9560,death,2,,
9567,birth,4,,
9567,death,4,,
9569,birth,2,,
9569,death,2,,
9576,death,1,,
9578,birth,2,,
9578,death,2,,
9580,birth,3,,
9580,death,2,,
9583,birth,1,,
9586,birth,2,,
9586,death,2,,
9593,birth,2,,
9593,death,2,,
9595,birth,6,,
9595,death,6,,
9597,birth,3,,
9599,birth,2,,
9599,death,2,,
9600,birth,6,,
9600,death,7,,
9602,birth,2,,
9602,death,2,,
9603,birth,1,,
9606,birth,2,,
9606,death,2,,
9618,death,1,,
9625,birth,2,,
9625,death,2,,
9638,birth,1,,
9642,birth,3,,
9642,death,2,,
9648,death,1,,
9655,birth,8,,
9655,death,8,,
9656,birth,2,,
9656,death,2,,
9659,birth,2,,
9659,death,2,,
9661,birth,4,,
9661,death,2,,
9663,birth,2,,
9663,death,2,,
9666,birth,4,,
9666,death,4,,
9668,birth,5,,
9668,death,4,,
9669,birth,4,,
9669,death,4,,
9670,birth,12,,
9670,death,8,,
9671,birth,4,,
9671,death,4,,
9672,birth,2,,
9672,death,2,,
9678,birth,2,,
9678,death,2,,
9685,birth,2,,
9685,death,2,,
9690,birth,1,,
9695,birth,2,,
9695,death,2,,
9696,birth,1,,
9698,birth,6,,
9698,death,6,,
9700,birth,4,,
9700,death,2,,
9713,birth,2,,
9713,death,2,,
9719,death,1,,
9722,birth,2,,
9722,death,2,,
9723,birth,2,,
9723,death,3,,
9727,birth,2,,
9727,death,2,,
9732,death,1,,
9733,birth,6,,
9733,death,6,,
9736,birth,1,,
9744,birth,2,,
9744,death,2,,
9746,birth,1,,
9750,birth,2,,
9750,death,2,,
9756,birth,6,,
9756,death,6,,
9757,birth,1,,
9759,birth,2,,
9759,death,2,,
9763,birth,3,,
9763,death,2,,
9765,birth,2,,
9765,death,2,,
9766,birth,1,,
9766,death,1,,
9767,birth,1,,
9770,birth,3,,
9770,death,2,,
9774,birth,1,,
9776,birth,1,,
9777,birth,8,,
9777,death,8,,
9779,birth,4,,
9779,death,4,,
9780,birth,2,,
9780,death,2,,
9782,birth,2,,
9782,death,2,,
9787,birth,2,,
9787,death,2,,
9790,death,1,,
9791,birth,4,,
9791,death,4,,
9793,birth,1,,
9797,birth,6,,
9797,death,6,,
9799,birth,4,,
9799,death,4,,
9800,birth,19,,
9800,death,11,,
9802,birth,2,,
9802,death,2,,
9808,birth,4,,
9808,death,4,,
9810,birth,2,,
9810,death,2,,
9813,death,1,,
9814,birth,2,,
9814,death,2,,
9820,birth,2,,
9822,birth,2,,
9822,death,2,,
9823,birth,1,,
9828,birth,2,,
9828,death,2,,
9831,birth,1,,
9833,birth,1,,
9834,birth,2,,
9834,death,2,,
9840,birth,2,,
9840,death,2,,
9849,birth,2,,
9849,death,2,,
9851,birth,2,,
9851,death,2,,
9853,birth,2,,
9853,death,2,,
9855,birth,3,,
9855,death,2,,
9856,birth,10,,
9856,death,8,,
